OE;AN/Einheit;Ausstattung;Sachnummer;Inventarnr.;Gerätenr.;Kennzeichen;Prüfung;Letzte;"letztes 
Ergebnis";"letzte 
Nr";Fällig;Ergebnis;Durchführung;Nr;Prüfer;"Hinweis/Begründung zum
Prüfungsergebnis";"Art der
Empfehlung";"Datum der
Empfehlung";Empfehlung durch;"Bemerkung zur
Empfehlung"
OV Berlin Neukölln;1. TZ, FGr W (B);Fly-Jib, Transportgestell;2013;PALFINGER - PK27002SH;3815T00018;0001-347776;;;BL-Anschlagstück;28.02.2018;i. O.;5;28.02.2019;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Zurrgurt mit Ratsche (800 kg);1900;SPANSET - LC800daN;3940T00037;0058-003997;;;BL-Zurrgurt;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B, EGS;Zurrgurt mit Ergo-Ratsche (2500 daN);2010;DOLEZYCH - DOzurr;3940T00039;0058-003586;EGS;;BL-Zurrgurt;19.10.2019;i. O.;10;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Zurrgurt mit Ratsche (2500 daN);2010;SANLASH - SAN 1042.001;3940T00044;0055-006951;;;BL-Zurrgurt;01.01.2010;;;01.01.2011;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Zurrgurt mit Ratsche (2500 daN);2010;SANLASH - SAN 1042.001;3940T00044;0055-006952;;;BL-Zurrgurt;01.01.2010;;;01.01.2011;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Zurrgurt mit Ratsche (2500 daN);2010;SANLASH - SAN 1042.001;3940T00044;0055-006953;;;BL-Zurrgurt;01.01.2010;;;01.01.2011;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B, EGS;Zurrgurt mit Ratsche (2500 daN);2010;SANLASH - SAN 1042.001;3940T00044;0055-006954;;;BL-Zurrgurt;01.01.2010;;;01.01.2011;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B, EGS;Zurrgurt mit Ratsche (2500 daN);2010;SANLASH - SAN 1042.001;3940T00044;0055-006955;;;BL-Zurrgurt;01.01.2010;;;01.01.2011;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B, EGS;Zurrgurt mit Ratsche (2500 daN);2010;SANLASH - SAN 1042.001;3940T00044;0055-006956;;;BL-Zurrgurt;01.01.2010;;;01.01.2011;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B, EGS;Zurrgurt mit Ratsche (2500 daN);2010;SANLASH - SAN 1042.001;3940T00044;0055-006957;;;BL-Zurrgurt;01.01.2010;;;01.01.2011;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B, EGS;Zurrgurt mit Ratsche (2500 daN);2010;SANLASH - SAN 1042.001;3940T00044;0055-006958;;;BL-Zurrgurt;01.01.2010;;;01.01.2011;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B, EGS;Zurrgurt mit Ratsche (2500 daN);2010;SANLASH - SAN 1042.001;3940T00044;0055-006959;;;BL-Zurrgurt;01.01.2010;;;01.01.2011;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B, EGS;Zurrgurt mit Ratsche (2500 daN);2010;SANLASH - SAN 1042.001;3940T00044;0055-006960;;;BL-Zurrgurt;01.01.2010;;;01.01.2011;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2500 daN);1900;HERSTELLERUNABHÄNGIG - typenunabhängig;3940T00044;0058-004044;;;BL-Zurrgurt;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459248;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459249;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459250;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459251;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459252;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459253;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459254;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459255;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459256;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459257;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459258;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459259;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459260;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459261;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459262;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459263;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459264;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459265;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459266;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459267;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459268;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (1000 daN);2018;DÖNGES - Zurrgurt 1t für Roll-Container;3940T00051;0001-459269;;;BL-Zurrgurt;12.10.2019;i. O.;2;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347785;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347786;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347787;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347788;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347789;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347790;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347791;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347792;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347793;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347794;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347795;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347796;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347797;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347798;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347799;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2013;EUROLASH - LC 2500 daN;3940T22187;0001-347800;;;BL-Zurrgurt;01.01.2013;;;01.01.2014;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (2000 daN);2016;SUER - S-Line 2500;3940T22187;0001-416552;;;BL-Zurrgurt;12.10.2019;i. O.;4;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (2000 daN);2016;SUER - S-Line 2500;3940T22187;0001-416553;;;BL-Zurrgurt;12.10.2019;i. O.;4;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (2000 daN);2016;SUER - S-Line 2500;3940T22187;0001-416554;;;BL-Zurrgurt;12.10.2019;i. O.;4;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (2000 daN);2016;SUER - S-Line 2500;3940T22187;0001-416555;;;BL-Zurrgurt;12.10.2019;i. O.;4;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (2000 daN);2016;SUER - S-Line 2500;3940T22187;0001-416556;;;BL-Zurrgurt;12.10.2019;i. O.;4;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (2000 daN);2016;SUER - S-Line 2500;3940T22187;0001-416557;;;BL-Zurrgurt;12.10.2019;i. O.;4;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (2000 daN);2016;SUER - S-Line 2500;3940T22187;0001-416558;;;BL-Zurrgurt;12.10.2019;i. O.;4;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr I;Zurrgurt mit Ratsche (2000 daN);2016;SUER - S-Line 2500;3940T22187;0001-416559;;;BL-Zurrgurt;12.10.2019;i. O.;4;11.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2007;NN - NN (s. Beschreibung);3940T22187;0055-001671;;;BL-Zurrgurt;19.10.2019;i. O.;13;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2007;NN - NN (s. Beschreibung);3940T22187;0055-001673;;;BL-Zurrgurt;19.10.2019;i. O.;13;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2007;NN - NN (s. Beschreibung);3940T22187;0055-001674;;;BL-Zurrgurt;19.10.2019;i. O.;13;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2010;MEILI - ZG50ESH;3940T22187;0055-003535;;;BL-Zurrgurt;19.10.2019;i. O.;10;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Zurrgurt mit Ratsche (2000 daN);2012;NN - NN (s. Beschreibung);3940T22187;0055-005467;;;BL-Zurrgurt;27.12.2019;i. O.;8;26.12.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Zurrgurt mit Ratsche (2000 daN);2012;NN - NN (s. Beschreibung);3940T22187;0055-005468;;;BL-Zurrgurt;27.12.2019;i. O.;8;26.12.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2012;NN - NN (s. Beschreibung);3940T22187;0055-005516;;;BL-Zurrgurt;19.10.2019;i. O.;8;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Zurrgurt mit Ratsche (2000 daN);2016;NN - NN (s. Beschreibung);3940T22187;0055-008273;;;BL-Zurrgurt;01.01.2016;;;31.12.2016;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2006;NN - NN (s. Beschreibung);3940T22187;0058-001985; ;;BL-Zurrgurt;19.12.2019;i. O.;14;18.12.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2006;NN - NN (s. Beschreibung);3940T22187;0058-001989; ;;BL-Zurrgurt;19.12.2019;i. O.;14;18.12.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002134;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002135;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002138;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002147;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002148;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002149;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002151;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002152;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002155;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002160;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002161;;;BL-Zurrgurt;01.01.2009;;;01.01.2010;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002162;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002163;;;BL-Zurrgurt;01.01.2009;;;01.01.2010;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002164;;;BL-Zurrgurt;21.10.2017;i. O.;9;21.10.2018;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002165;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002166;;;BL-Zurrgurt;21.10.2017;n. i. O.;7;21.10.2017;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002167;;;BL-Zurrgurt;07.11.2015;i. O.;7;06.11.2016;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002169;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002173;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2009;MEILI - ZG50ESH;3940T22187;0058-002174;;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);1900;ANKRA - NN;3940T22187;0058-004078;1500daN;;BL-Zurrgurt;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);1900;ANKRA - NN;3940T22187;0058-004079;1500daN;;BL-Zurrgurt;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2018;HERSTELLERUNABHÄNGIG - typenunabhängig;3940T22187;0058-004681;;;BL-Zurrgurt;19.10.2019;i. O.;2;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2018;HERSTELLERUNABHÄNGIG - typenunabhängig;3940T22187;0058-004682;;;BL-Zurrgurt;19.10.2019;i. O.;2;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (2000 daN);2018;HERSTELLERUNABHÄNGIG - typenunabhängig;3940T22187;0058-004683;;;BL-Zurrgurt;19.10.2019;i. O.;2;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseilklappkloben, 64 kN (6,4 t) Nutzlast, 2 rollig;2000;GES. FUER HEBEZEUGBAU - typenunabhängig;3940T22316;0058-003470;FGr W;;BL-Kloben-Haken;19.10.2019;i. O.;20;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseilklappkloben, 64 kN (6,4 t) Nutzlast, 2 rollig;2000;GES. FUER HEBEZEUGBAU - typenunabhängig;3940T22316;0058-003471;FGr W;;BL-Kloben-Haken;19.10.2019;i. O.;20;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseilklappkloben, 64 kN (6,4 t) Nutzlast, 2 rollig;2000;GES. FUER HEBEZEUGBAU - typenunabhängig;3940T22316;0058-003472;FGr W;;BL-Kloben-Haken;19.10.2019;i. O.;20;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Drahtseilklappkloben, 64 kN (6,4 t) Nutzlast, 2 rollig;1900;HERSTELLERUNABHÄNGIG - typenunabhängig;3940T22316;0058-003982;;;BL-Kloben-Haken;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Drahtseilklappkloben, 64 kN (6,4 t) Nutzlast, 2 rollig;1900;HERSTELLERUNABHÄNGIG - typenunabhängig;3940T22316;0058-004037;;;BL-Kloben-Haken;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Drahtseilklappkloben, 64 kN (6,4 t) Nutzlast, 2 rollig;2000;HERSTELLERUNABHÄNGIG - typenunabhängig;3940T22316;0058-004428;;;BL-Kloben-Haken;19.10.2019;i. O.;20;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B;Drahtseilklappkloben, 32 kN (3,2 t) Nutzlast;;GREIFZUG - HK31;3940T22317;0058-001104; ;;BL-Kloben-Haken;09.11.2019;i. O.;11;08.11.2020;;;;;;;
OV Berlin Neukölln;OV, Jugend (700);Drahtseilklappkloben, 32 kN (3,2 t) Nutzlast;1990;GREIFZUG - HK31;3940T22317;0058-003461;Jugend;;BL-Kloben-Haken;19.10.2019;i. O.;30;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseilklappkloben, 32 kN (3,2 t) Nutzlast;2000;GREIFZUG - HK31;3940T22317;0058-003468;FGr W;;BL-Kloben-Haken;19.10.2019;i. O.;20;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Drahtseilklappkloben, 32 kN (3,2 t) Nutzlast;2000;GREIFZUG - HK31;3940T22317;0058-003469;FGr W;;BL-Kloben-Haken;19.10.2019;i. O.;20;18.10.2020;;;;;;;
OV Berlin Neukölln;OV, SM/SK Raum (140);Drahtseilklappkloben, 32 kN (3,2 t) Nutzlast;1900;HERSTELLERUNABHÄNGIG - typenunabhängig;3940T22317;0058-003983;;;BL-Kloben-Haken;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr N;Drahtseilklappkloben, 32 kN (3,2 t) Nutzlast;2000;HERSTELLERUNABHÄNGIG - typenunabhängig;3940T22317;0058-004427;;;BL-Kloben-Haken;19.10.2019;i. O.;20;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B, EGS;Zurrgurt mit Ratsche (4000 daN);2009;NN - NN (s. Beschreibung);3940T22340;0058-003435;EGS;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, 1. B, EGS;Zurrgurt mit Ratsche (4000 daN);2009;NN - NN (s. Beschreibung);3940T22340;0058-003436;EGS;;BL-Zurrgurt;19.10.2019;i. O.;11;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (4000 daN);1900;WÜRTH - 4000daN;3940T22340;0058-004043;;;BL-Zurrgurt;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (4000 daN);1900;WÜRTH - 4000daN;3940T22340;0058-004045;;;BL-Zurrgurt;19.10.2019;i. O.;120;18.10.2020;;;;;;;
OV Berlin Neukölln;1. TZ, FGr W (B);Zurrgurt mit Ratsche (4000 daN);1900;WÜRTH - 4000daN;3940T22340;0058-004048;;;BL-Zurrgurt;19.10.2019;i. O.;120;18.10.2020;;;;;;;
